timestamp	URL	count	average (ms)	p90 (ms)
2025-03-03 14:31	/api/wishlist/add	965	260	628
2025-03-03 14:31	/search?q=headphones	3814	215	517
2025-03-03 14:31	/api/analytics/events	1723	158	464
2025-03-03 14:31	/products/sale	2144	229	371
2025-03-04 14:31	/api/wishlist/add	645	560	628
2025-03-04 14:31	/search?q=headphones	5814	2225	512
2025-03-04 14:31	/api/analytics/events	1323	148	3634
2025-03-04 14:31	/products/sale	1144	299	3751
2025-02-25 14:31	/api/wishlist/add	965	260	6238
2025-02-26 14:31	/search?q=headphones	3814	215	517
2025-02-24 14:31	/api/analytics/events	1723	158	464
2025-02-24 14:31	/products/sale	2144	299	371
2025-02-24 14:31	/api/giftcards	900	259	341
2025-02-24 14:31	/api/location/detect	412	160	225
2025-02-24 14:31	/search?q=headphones	1942	293	642
2025-02-24 14:31	/api/support/ticket	4499	205	520
2025-02-24 14:31	/home/featured	2757	169	247
2025-02-24 14:31	/products/popular	3566	273	549
2025-02-24 14:31	/privacy-policy	2810	240	626
2025-02-24 14:31	/products/latest	3926	267	362
2025-02-24 14:31	/api/support/chat	3128	202	499
2025-02-24 14:31	/api/user/logout	2151	282	662
2025-02-24 14:31	/api/user/logout	449	194	411
2025-02-24 14:31	/products/sale	3981	130	334
2025-02-24 14:31	/account/settings	282	297	574
2025-02-24 14:31	/cart/view	1592	157	472
2025-02-24 14:31	/api/wishlist/add	1132	179	355
2025-02-24 14:31	/api/giftcards	284	279	670
2025-02-24 14:31	/api/recommendations	4101	283	567
2025-02-24 14:31	/api/support/chat	1069	261	557
2025-02-24 14:31	/cart/view	3498	165	353
2025-02-24 14:31	/user/profile/update	4337	261	454
2025-02-24 14:31	/home/featured	2564	276	379
2025-02-24 14:31	/api/giftcards	2748	176	353
2025-02-24 14:31	/api/giftcards	1355	245	602
2025-02-24 14:31	/checkout/confirmation	2142	211	354
2025-02-24 14:31	/login	2417	181	355
2025-02-24 14:31	/search?q=tv	2305	204	451
2025-02-24 14:31	/api/payment/status	4103	291	564
2025-02-24 14:31	/api/user/preferences	716	170	313
2025-02-24 14:31	/search?q=tv	4775	140	202
2025-02-24 14:31	/api/reviews/latest	1376	216	328
2025-02-24 14:31	/api/tracking/order	3312	151	202
2025-02-24 14:31	/api/recommendations	3050	172	492
2025-02-24 14:31	/account/settings	654	197	275
2025-02-24 14:31	/api/user/logout	3424	290	637
2025-02-24 14:31	/api/user/preferences	2299	260	422
2025-02-24 14:31	/api/payment/status	3864	272	626
2025-02-24 14:31	/api/wishlist/add	3273	220	601
2025-02-24 14:31	/api/discounts	3833	161	237
2025-02-24 14:31	/api/cart/add	3783	193	555
2025-02-24 14:31	/api/payment/initiate	4349	166	343
2025-02-24 14:31	/api/tracking/order	3744	199	593
2025-02-24 14:31	/checkout/confirmation	402	167	333
2025-02-24 14:31	/products/latest	1017	244	376
2025-02-24 14:31	/contact-us	2154	202	299
2025-02-24 14:31	/api/newsletter/subscribe	4206	274	446
2025-02-24 14:31	/login	357	257	350
2025-02-24 14:36	/api/payment/status	4256	159	493
2025-02-24 14:36	/api/user/logout	2868	286	615
2025-02-24 14:36	/search?q=watch	3851	205	586
2025-02-24 14:36	/api/social/connect	3809	129	510
2025-02-24 14:36	/user/profile/update	566	239	574
2025-02-24 14:36	/blog/latest	4466	229	468
2025-02-24 14:36	/terms-of-service	3260	273	596
2025-02-24 14:36	/checkout/confirmation	3748	268	611
2025-02-24 14:36	/api/download/app	2835	135	340
2025-02-24 14:36	/api/cart/add	710	173	390
2025-02-24 14:36	/api/wishlist/add	244	287	592
2025-02-24 14:36	/api/giftcards	1672	163	561
2025-02-24 14:36	/search?q=watch	4015	170	543
2025-02-24 14:36	/search?q=laptop	1798	146	343
2025-02-24 14:36	/login	1863	290	546
2025-02-24 14:36	/terms-of-service	476	152	312
2025-02-24 14:36	/about-us	3070	214	341
2025-02-24 14:36	/api/reviews/latest	3733	152	438
2025-02-24 14:36	/cart/view	3943	231	508
2025-02-24 14:36	/api/inventory/stock	4837	259	595
2025-02-24 14:36	/terms-of-service	4751	287	684
2025-02-24 14:36	/search?q=headphones	4138	217	513
2025-02-24 14:36	/api/wishlist/add	2376	218	608
2025-02-24 14:36	/account/settings	877	136	232
2025-02-24 14:36	/api/user/logout	2803	145	396
2025-02-24 14:36	/home/featured	1267	178	512
2025-02-24 14:36	/api/inventory/stock	1429	210	403
2025-02-24 14:36	/checkout/confirmation	2919	200	473
2025-02-24 14:36	/contact-us	2064	185	416
2025-02-24 14:36	/api/support/ticket	3383	208	601
2025-02-24 14:36	/api/payment/initiate	2528	133	212
2025-02-24 14:36	/products/latest	3928	190	433
2025-02-24 14:36	/api/cart/add	386	247	393
2025-02-24 14:36	/api/payment/initiate	3190	260	568
2025-02-24 14:36	/api/tracking/order	2552	221	348
2025-02-24 14:36	/api/analytics/events	3073	176	228
2025-02-24 14:36	/api/recommendations	2941	279	577
2025-02-24 14:36	/search?q=phone	2522	276	657
2025-02-24 14:36	/api/location/detect	4199	202	417
2025-02-24 14:36	/api/giftcards	1742	248	315
2025-02-24 14:36	/api/getUserData	1248	130	291
2025-02-24 14:36	/api/discounts	3501	193	419
2025-02-24 14:36	/products/sale	448	224	284
2025-02-24 14:36	/api/payment/initiate	217	247	619
2025-02-24 14:36	/api/shipping/rates	2046	160	421
2025-02-24 14:36	/api/download/app	2242	255	500
2025-02-24 14:36	/api/social/connect	4420	177	530
2025-02-24 14:36	/api/location/detect	1190	203	305
2025-02-24 14:36	/api/orders/recent	1295	296	562
2025-02-24 14:36	/api/loyalty/rewards	4322	292	515
2025-02-24 14:41	/api/newsletter/subscribe	2269	222	456
2025-02-24 14:41	/api/payment/initiate	2994	137	483
2025-02-24 14:41	/api/reviews/latest	1268	169	441
2025-02-24 14:41	/api/cart/remove	3790	238	600
2025-02-24 14:41	/search?q=laptop	855	289	360
2025-02-24 14:41	/search?q=tv	3039	296	353
2025-02-24 14:41	/api/social/connect	1231	243	345
2025-02-24 14:41	/api/refunds/status	4432	168	544
2025-02-24 14:41	/api/analytics/events	1253	140	355
2025-02-24 14:41	/products/sale	1078	132	281
2025-02-24 14:41	/api/payment/status	2993	276	675
2025-02-24 14:41	/api/getUserData	2737	291	654
2025-02-24 14:41	/api/analytics/events	2785	124	251
2025-02-24 14:41	/api/notifications	1276	215	446
2025-02-24 14:41	/products/popular	2891	261	476
2025-02-24 14:41	/home	2137	168	489
2025-02-24 14:41	/search?q=tv	4317	162	470
2025-02-24 14:41	/api/notifications	1036	128	203
2025-02-24 14:41	/cart/view	4136	276	504
2025-02-24 14:41	/api/support/chat	1778	203	599
2025-02-24 14:41	/contact-us	2135	139	407
2025-02-24 14:41	/api/support/ticket	1952	287	586
2025-02-24 14:41	/user/profile/update	4216	156	516
2025-02-24 14:41	/api/cart/remove	1959	158	544
2025-02-24 14:41	/checkout/confirmation	763	233	595
2025-02-24 14:41	/account/settings	3878	283	514
2025-02-24 14:41	/api/shipping/rates	4262	189	564
2025-02-24 14:41	/home/featured	1872	264	575
2025-02-24 14:41	/api/newsletter/subscribe	3166	262	648
2025-02-24 14:41	/home/featured	3124	248	427
2025-02-24 14:41	/search?q=phone	3696	269	501
2025-02-24 14:41	/api/shipping/rates	1614	144	528
2025-02-24 14:41	/login	965	235	390
2025-02-24 14:41	/api/user/preferences	3140	298	487
2025-02-24 14:41	/terms-of-service	3318	229	294
2025-02-24 14:41	/about-us	713	196	280
2025-02-24 14:41	/api/analytics/events	249	178	531
2025-02-24 14:41	/products/latest	383	146	401
2025-02-24 14:41	/api/discounts	2216	149	398
2025-02-24 14:41	/api/support/chat	2678	235	586
2025-02-24 14:41	/api/support/chat	3362	211	365
2025-02-24 14:41	/api/download/app	3030	249	508
2025-02-24 14:41	/products/sale	1067	200	323
2025-02-24 14:41	/products/latest	514	201	356
2025-02-24 14:41	/api/orders/recent	1568	236	296
2025-02-24 14:41	/api/orders/recent	4830	140	483
2025-02-24 14:41	/user/profile/update	776	125	346
2025-02-24 14:41	/api/reviews/latest	2193	131	416
2025-02-24 14:41	/api/cart/add	3097	141	212
2025-02-24 14:41	/api/cart/remove	4079	264	523
2025-02-24 14:46	/api/recommendations	789	274	450
2025-02-24 14:46	/home	2158	131	425
2025-02-24 14:46	/home/featured	520	180	458
2025-02-24 14:46	/home	2145	220	367
2025-02-24 14:46	/home/featured	4114	243	295
2025-02-24 14:46	/api/reviews/latest	1152	146	454
2025-02-24 14:46	/account/settings	4896	137	407
2025-02-24 14:46	/about-us	2656	241	498
2025-02-24 14:46	/products/latest	1812	201	451
2025-02-24 14:46	/blog/latest	3698	202	460
2025-02-24 14:46	/account/settings	1285	211	261
2025-02-24 14:46	/api/support/ticket	4860	147	204
2025-02-24 14:46	/api/giftcards	3006	243	299
2025-02-24 14:46	/user/profile/update	1859	208	535
2025-02-24 14:46	/api/orders/recent	4472	191	398
2025-02-24 14:46	/api/cart/remove	1899	263	610
2025-02-24 14:46	/account/settings	4064	221	278
2025-02-24 14:46	/user/profile/update	3679	222	462
2025-02-24 14:46	/api/user/preferences	4217	184	327
2025-02-24 14:46	/api/discounts	4665	226	452
2025-02-24 14:46	/user/profile/update	966	195	505
2025-02-24 14:46	/faq	1230	244	415
2025-02-24 14:46	/checkout	2316	246	470
2025-02-24 14:46	/api/support/chat	3548	197	286
2025-02-24 14:46	/search?q=tv	645	219	270
2025-02-24 14:46	/api/download/app	1967	257	496
2025-02-24 14:46	/api/payment/status	4804	252	400
2025-02-24 14:46	/home/featured	1726	155	226
2025-02-24 14:46	/home/featured	3288	290	665
2025-02-24 14:46	/contact-us	1002	161	351
2025-02-24 14:46	/api/payment/status	407	161	519
2025-02-24 14:46	/terms-of-service	3851	139	538
2025-02-24 14:46	/api/reviews/latest	317	148	377
2025-02-24 14:46	/api/wishlist/add	607	152	539
2025-02-24 14:46	/api/orders/recent	3280	167	227
2025-02-24 14:46	/api/user/preferences	404	173	395
2025-02-24 14:46	/api/wishlist/add	1588	297	449
2025-02-24 14:46	/api/reviews/latest	2075	300	397
2025-02-24 14:46	/api/user/logout	3441	198	274
2025-02-24 14:46	/api/tracking/order	4427	151	479
2025-02-24 14:46	/api/cart/add	1556	230	330
2025-02-24 14:46	/api/reviews/latest	4552	207	531
2025-02-24 14:46	/login	2774	241	402
2025-02-24 14:46	/blog/latest	3156	299	355
2025-02-24 14:46	/home	2637	145	535
2025-02-24 14:46	/user/profile/update	1741	140	473
2025-02-24 14:46	/api/inventory/stock	2368	122	182
2025-02-24 14:46	/terms-of-service	1800	296	444
2025-02-24 14:46	/home/featured	3068	179	439
2025-02-24 14:46	/api/download/app	1738	286	496
2025-02-24 14:51	/api/recommendations	3259	248	637
2025-02-24 14:51	/api/download/app	776	218	500
2025-02-24 14:51	/api/giftcards	856	131	224
2025-02-24 14:51	/privacy-policy	2242	208	466
2025-02-24 14:51	/api/giftcards	3852	181	427
2025-02-24 14:51	/api/loyalty/rewards	3069	159	281
2025-02-24 14:51	/api/inventory/stock	2485	204	260
2025-02-24 14:51	/api/refunds/status	1520	294	481
2025-02-24 14:51	/api/recommendations	1471	247	535
2025-02-24 14:51	/api/getUserData	3006	125	368
2025-02-24 14:51	/api/getUserData	3678	215	411
2025-02-24 14:51	/api/orders/recent	2281	263	652
2025-02-24 14:51	/products/popular	4814	195	580
2025-02-24 14:51	/cart/view	1606	183	468
2025-02-24 14:51	/api/support/ticket	4146	129	432
2025-02-24 14:51	/api/user/preferences	2889	237	361
2025-02-24 14:51	/user/profile/update	1810	154	389
2025-02-24 14:51	/api/shipping/rates	2833	259	494
2025-02-24 14:51	/checkout	1366	140	517
2025-02-24 14:51	/search?q=tv	4365	255	353
2025-02-24 14:51	/user/profile/update	3050	197	446
2025-02-24 14:51	/checkout	1974	273	517
2025-02-24 14:51	/api/giftcards	3693	192	542
2025-02-24 14:51	/api/reviews/latest	4207	183	244
2025-02-24 14:51	/checkout	4304	297	399
2025-02-24 14:51	/api/download/app	4826	260	440
2025-02-24 14:51	/search?q=laptop	1075	227	382
2025-02-24 14:51	/faq	1156	246	382
2025-02-24 14:51	/search?q=product	3749	271	582
2025-02-24 14:51	/api/newsletter/subscribe	3629	235	490
2025-02-24 14:51	/api/cart/add	3553	200	289
2025-02-24 14:51	/api/social/connect	1152	222	298
2025-02-24 14:51	/terms-of-service	4170	226	286
2025-02-24 14:51	/search?q=tv	1975	222	516
2025-02-24 14:51	/api/cart/remove	1816	296	630
2025-02-24 14:51	/api/support/chat	3519	156	377
2025-02-24 14:51	/faq	3081	137	430
2025-02-24 14:51	/api/support/ticket	923	225	596
2025-02-24 14:51	/home	1157	129	449
2025-02-24 14:51	/products/popular	2536	151	361
2025-02-24 14:51	/api/discounts	3675	153	377
2025-02-24 14:51	/api/orders/recent	4547	244	329
2025-02-24 14:51	/api/discounts	4225	154	359
2025-02-24 14:51	/products/latest	3028	292	670
2025-02-24 14:51	/api/getUserData	3822	254	629
2025-02-24 14:51	/api/notifications	3290	170	307
2025-02-24 14:51	/about-us	3432	262	574
2025-02-24 14:51	/api/recommendations	1886	175	380
2025-02-24 14:51	/checkout	2653	294	656
2025-02-24 14:51	/api/payment/initiate	2781	170	323
2025-02-24 14:56	/account/settings	3957	257	614
2025-02-24 14:56	/api/orders/recent	2274	207	549
2025-02-24 14:56	/cart/view	318	159	508
2025-02-24 14:56	/api/giftcards	384	120	349
2025-02-24 14:56	/search?q=tv	3865	136	232
2025-02-24 14:56	/api/inventory/stock	2603	271	455
2025-02-24 14:56	/login	2613	180	475
2025-02-24 14:56	/terms-of-service	1242	228	441
2025-02-24 14:56	/checkout/confirmation	4152	124	482
2025-02-24 14:56	/api/cart/remove	2161	158	542
2025-02-24 14:56	/api/inventory/stock	772	158	343
2025-02-24 14:56	/api/shipping/rates	1254	268	519
2025-02-24 14:56	/api/giftcards	1121	243	564
2025-02-24 14:56	/api/newsletter/subscribe	2470	134	286
2025-02-24 14:56	/login	630	144	200
2025-02-24 14:56	/api/orders/recent	4319	164	539
2025-02-24 14:56	/api/inventory/stock	2305	196	486
2025-02-24 14:56	/checkout/confirmation	2580	293	443
2025-02-24 14:56	/search?q=watch	4076	293	672
2025-02-24 14:56	/api/wishlist/add	3262	186	420
2025-02-24 14:56	/products/sale	4016	261	636
2025-02-24 14:56	/products/latest	3547	128	316
2025-02-24 14:56	/account/settings	3184	261	608
2025-02-24 14:56	/api/support/chat	2331	299	607
2025-02-24 14:56	/contact-us	1753	194	547
2025-02-24 14:56	/api/social/connect	3062	161	235
2025-02-24 14:56	/search?q=watch	4935	220	330
2025-02-24 14:56	/api/user/preferences	3925	163	432
2025-02-24 14:56	/api/support/chat	2213	231	520
2025-02-24 14:56	/api/payment/initiate	2238	261	483
2025-02-24 14:56	/home/featured	3660	138	284
2025-02-24 14:56	/api/cart/add	1358	259	369
2025-02-24 14:56	/search?q=tv	160	134	457
2025-02-24 14:56	/search?q=tv	1176	176	318
2025-02-24 14:56	/api/newsletter/subscribe	4391	252	641
2025-02-24 14:56	/api/cart/add	3253	239	636
2025-02-24 14:56	/cart/view	890	300	504
2025-02-24 14:56	/api/shipping/rates	4982	144	337
2025-02-24 14:56	/products/popular	2194	280	392
2025-02-24 14:56	/api/location/detect	1084	212	297
2025-02-24 14:56	/login	2471	126	438
2025-02-24 14:56	/api/notifications	4717	194	465
2025-02-24 14:56	/api/notifications	2481	285	569
2025-02-24 14:56	/api/loyalty/rewards	2878	264	322
2025-02-24 14:56	/api/location/detect	4764	129	181
2025-02-24 14:56	/faq	2643	232	420
2025-02-24 14:56	/api/user/preferences	3477	241	363
2025-02-24 14:56	/home	4674	128	409
2025-02-24 14:56	/api/cart/add	3377	248	399
2025-02-24 14:56	/api/payment/status	2084	212	554
2025-02-24 15:01	/api/user/preferences	2783	122	257
2025-02-24 15:01	/api/reviews/latest	2496	152	494
2025-02-24 15:01	/api/recommendations	1156	219	353
2025-02-24 15:01	/home	2250	230	384
2025-02-24 15:01	/api/payment/initiate	423	239	591
2025-02-24 15:01	/checkout	1332	255	643
2025-02-24 15:01	/api/loyalty/rewards	3736	139	426
2025-02-24 15:01	/search?q=headphones	1876	274	438
2025-02-24 15:01	/api/support/chat	3403	276	638
2025-02-24 15:01	/terms-of-service	2232	159	545
2025-02-24 15:01	/api/cart/add	2145	150	509
2025-02-24 15:01	/api/wishlist/add	1140	294	436
2025-02-24 15:01	/products/latest	792	135	447
2025-02-24 15:01	/search?q=phone	4639	177	445
2025-02-24 15:01	/products/sale	831	124	270
2025-02-24 15:01	/blog/latest	172	298	519
2025-02-24 15:01	/api/orders/recent	2530	168	254
2025-02-24 15:01	/account/settings	1900	207	464
2025-02-24 15:01	/products/latest	2042	132	381
2025-02-24 15:01	/api/discounts	3863	211	538
2025-02-24 15:01	/products/latest	854	133	256
2025-02-24 15:01	/search?q=laptop	812	217	477
2025-02-24 15:01	/api/user/logout	616	205	433
2025-02-24 15:01	/api/social/connect	3357	300	639
2025-02-24 15:01	/api/loyalty/rewards	3499	297	534
2025-02-24 15:01	/products/popular	1320	233	438
2025-02-24 15:01	/about-us	3046	284	561
2025-02-24 15:01	/api/recommendations	1292	197	537
2025-02-24 15:01	/search?q=laptop	4386	178	341
2025-02-24 15:01	/products/popular	3645	246	641
2025-02-24 15:01	/api/reviews/latest	491	192	421
2025-02-24 15:01	/home	2860	220	376
2025-02-24 15:01	/api/location/detect	247	270	640
2025-02-24 15:01	/user/profile/update	2755	244	479
2025-02-24 15:01	/checkout/confirmation	3881	278	529
2025-02-24 15:01	/checkout/confirmation	438	197	463
2025-02-24 15:01	/home	2297	184	345
2025-02-24 15:01	/search?q=product	253	241	349
2025-02-24 15:01	/login	3349	275	509
2025-02-24 15:01	/api/wishlist/add	4688	200	494
2025-02-24 15:01	/api/payment/initiate	3510	222	601
2025-02-24 15:01	/blog/latest	3443	262	377
2025-02-24 15:01	/api/cart/add	1458	290	542
2025-02-24 15:01	/cart/view	197	172	555
2025-02-24 15:01	/blog/latest	2977	163	533
2025-02-24 15:01	/api/wishlist/add	2940	146	398
2025-02-24 15:01	/api/tracking/order	1332	159	445
2025-02-24 15:01	/account/settings	2166	120	310
2025-02-24 15:01	/home/featured	4929	137	463
2025-02-24 15:01	/user/profile/update	151	178	390
2025-02-24 15:06	/about-us	330	147	529
2025-02-24 15:06	/api/payment/status	194	279	492
2025-02-24 15:06	/cart/view	994	211	477
2025-02-24 15:06	/api/discounts	1701	230	383
2025-02-24 15:06	/contact-us	1204	256	409
2025-02-24 15:06	/api/social/connect	604	272	393
2025-02-24 15:06	/api/shipping/rates	3577	300	591
2025-02-24 15:06	/terms-of-service	747	288	558
2025-02-24 15:06	/api/user/preferences	2097	205	289
2025-02-24 15:06	/api/shipping/rates	852	228	362
2025-02-24 15:06	/api/refunds/status	191	160	366
